scientific_name,pronunciation,common_name,family_name,plant_type,key_id_features,habit,form,texture,height,spread,growth_rate,origin,climate,exposure,soil_or_growing_medium,water,landscape_uses,additional_info,leaf_form,leaf_arrangement,leaf_texture,leaf_surfaces,leaf_colour_in_summer,leaf_colour_in_fall,leaf_shapes,leaf_apices,leaf_bases,leaf_margins,inflorescence_type,petal_colour,flower_scent,flower_time,fruit_type,fruit_colour,fruiting_time,bark_morphology,bark_or_stem_colour,propagation,pest_susceptibility
Fragaria x ananassa,fruh-GAIR-ee-uh ex ah-NAN-ass-uh,garden strawberry,Rosaceae,Herbaceous perennial,Leaves with 3 toothed leaflets; white flowers and large red strawberries; prominent runners.,Spreading,Creeping / Mat-like,Medium - fine,0.2 - 0.4m,0.3 - 0.6m,Fast,Garden origin (F. virginiana x F. chiloensis),Zone 4: (-34 to -29 C),"Full sun, Part sun/part shade","Humus rich, Well-drained",Moderate,"Container planting, Ground cover, Herb, Rock garden, Urban agriculture, Wildlife food","Showy, Accessory tissue, Edible, fragrant",Compound,Alternate,Heavily veined,"Glabrous, Pubescent",Green,"Green, Red","Obovate, Ovate",Rounded,Peltate,"Dentate, Serrate","Floriferous, Cyme","Showy, White, (also cultivars with pink flowers)",Fragrant,"Apr, May, Jun, Jul, Aug, Sep","Achene, Aggregate fruit",Red,"Jun, Jul, Aug, Sep",,,Division - above ground parts,"Fungal leaf spot, Mites, Thrips, Mold"
Fragaria 'Pink Panda',fruh-GAIR-ee-uh,Pink Panda strawberry,Rosaceae,"Ground cover, Herbaceous perennial",Pink flowers formed primarily in spring and followed by a few small fragrant strawberries.,Spreading,Creeping / Mat-like,Medium - fine,0.1 - 0.2m,0.3 - 0.6m,Moderate,Garden origin (F. x ananassa x Potentilla palustris),Zone 5: (-29 to -23 C),"Full sun, Part sun/part shade","Acidic, Well-drained",,"Container planting, Ground cover, Perennial border","Showy, Edible, small but fragrant",Compound,Basal,"Pinnate venation, Soft flexible",Glabrous,Dark-green,Dark-green,Elliptic,Rounded,Obtuse,Dentate,Cyme,"Showy, Pink",,"May, Jun, Jul, Aug, Sep","Achene, Aggregate fruit",Red,"Jul, Aug, Sep",,,Division - above ground parts,"Pest resistant, Disease resistant"
Fragaria chiloensis,fruh-GAIR-ee-uh chill-oh-EN-siss,"coastal strawberry, wild strawberry",Rosaceae,"Ground cover, Herbaceous perennial","Low carpets of leathery, glossy, dark green leaves each have three coarsely toothed leaflets that are red tinted in winter.","Horizontal, Spreading",Creeping / Mat-like,Fine,0.1 - 0.2m,0.6 - 1.0m,Slow,"B.C. west of Cascades, South America, U.S. - northwest",Zone 4: (-34 to -29 C),"Full sun, Part sun/part shade","Humus rich, Rocky or gravelly or dry, Well-drained",Low,"Alpine, Attract birds, Container planting, Dryland (no watering), Erosion control, Green roof technology, Ground cover, Hanging basket, Herb, Native planting, Rock garden, Urban agriculture, Wildlife food, Woodland margin","Showy, Accessory tissue, Edible","Compound, Lobed","Alternate, Basal",Leathery,"Glabrous, Lustrous, Pubescent",Dark-green,"Green, Red",Obovate,Rounded,,"Ciliate, Dentate","Floriferous, Cyme","Showy, White",Sweet,"May, Jun","Achene, Aggregate fruit",Red,"Aug, Sep",,,"Seed, Layering, Division - above ground parts, Division - below ground parts","Fungal leaf spot, Mites, Wilt, Mold"
Frangula purshiana ( syn. Rhamnus ),FRANG-gew-luh pur-shee-AY-nuh,cascara,Rhamnaceae,Tree - deciduous,"Deciduous tree; Leaves are dull, olive coloured, ovate leaves that have prominent veins (but indented on upper surface); Winter ID; 8mm buds look like rust-coloured praying hands. Bark looks like snake skin.","Open, Spreading, Upright",Oval - vertical,Medium,10 - 15m,5 - 7m,Moderate,"B.C. west of Cascades, U.S. - northwest",Zone 7: (-18 to -12 C),"Deep shade, Filtered shade, Part sun/part shade","Acidic, Humus rich, Well-drained",Moderate,"Attract birds, Fall interest, Forestry, Herb, Screening, Shade tree, Wetland - bogs, Wildlife food",Showy,Simple,Alternate,Heavily veined,Rugose,Dark-green,"Green-yellow, Dark-red","Elliptic, Obovate",Obtuse,,Dentate,"Floriferous, Flowers clustered","Not showy, Green-yellow",None,"May, Jun",Drupe,Black,"Aug, Sep","Showy, Smooth, Prominent lenticels, Multi-stem trunk",Grey,"Seed, Cuttings","Crown rot, Fungal leaf spot, Rust"
Fraxinus hybrid cvs.,FRACKS-ih-nus,hybrid ash,Oleaceae,Tree - deciduous,"Leaves 5-7 (-9) lanceolate leaflets, turning to glowing yellow in fall. Winter ID: leaf scar D-shaped below lateral bud.","Spreading, Upright",Oval - vertical,Medium,10 - 15m,10 - 15m,Moderate,"Canada - central, Garden origin, U.S. - northeast",Zone 3: (-40 to -34 C),Full sun,Well-drained,Moderate,"Fall interest, Shade tree, Specimen plant, Street (boulevard tree), Tall background","Fruit insignificant, Persistent, Male cultivar that does not bear fruit",Compound,Opposite,Soft flexible,Lustrous,"Dark-green, Green","Orange, Red",Lanceolate,Acuminate,Cuneate,Serrate,Flowers clustered,"Not showy, Green-yellow",,"Apr, May",Aborted (hybrids) or absent,,,Deeply fissured,Grey,,"Disease resistant, Anthracnose, Stem borer insects"
Fraxinus x 'Northern Treasure',FRACKS-ih-nus ex,Northern Treasure hybrid ash,Oleaceae,Tree - deciduous,,,,,,,,Garden origin (Fraxinus nigra x F. mandshurica ),Zone 2: (-46 to -40 C),,,,,Google,Compound,Opposite,"Pinnate venation, Soft flexible",Lustrous,Green,Yellow,,Acuminate,Cuneate,Serrate,,"Not showy, Green-yellow",,,,,,,Bark or Stem Colour,,
Fraxinus x 'Northern Gem',FRACKS-ih-nus ex,Northern Gem hybrid ash,Oleaceae,Tree - deciduous,Leaves odd-pinnate turning to glowing yellow in fall.,,,,,,,Garden origin (Fraxinus americana x F. manshurica),Zone 2: (-46 to -40 C),,,,,Google,Compound,Opposite,"Pinnate venation, Soft flexible",Lustrous,Green,Yellow,Lanceolate,Acuminate,Cuneate,,,"Not showy, Green-yellow",,,,,,,Bark or Stem Colour,,
Fraxinus americana,FRACKS-ih-nus uh-mair-ih-KAY-nuh,white ash,Oleaceae,Tree - deciduous,Leaves underside whitish compared to F. pennsylvanica. Winter ID: buds rusty to dark chocolate brown with suede-like scalloped scales; leaf scar crescent shaped with the lateral bud sitting within the scar; densely branches.,"Dense, Upright","Oval - vertical, Round",Medium,10 - 15m,7 - 10m,Moderate,"Garden origin, U.S. - northeast",Zone 4: (-34 to -29 C),Full sun,Well-drained,Moderate,"Fall interest, Shade tree, Specimen plant, Street (boulevard tree), Tall background","Not showy, This male cultivar is seedless",Compound,Opposite,"Pinnate venation, Soft flexible",Glabrous,"Green, Dark-green","Purple, Red, Dark-red",Oblanceolate,Acute,"Acute, Rounded","Entire, Serrate",,"Not showy, Green-yellow",,,Samara,"Green, Brown","Sep, Oct",Lightly fissured,Grey,Seed,"Stem borer insects, Anthracnose"
Fraxinus excelsior,FRACKS-ih-nus eks-SEL-see-or,common or European ash,Oleaceae,Tree - deciduous,"Tree stout; branches grey; leaves pinnately compound, 7-11 leaflets, opposite; flowers tiny, purple, April-May; fruit 1 seeded winged samara. Winter ID: large black 'chocolate chip' buds.","Spreading, Upright",Oval - vertical,Medium - coarse,22 - 30m,15 - 25m,Fast,Europe,Zone 4: (-34 to -29 C),Full sun,Well-drained,Moderate,"Specimen plant, Street (boulevard tree), Tall background, Woodland margin",Not showy,Compound,Opposite,"Pinnate venation, Soft flexible",Glabrous,Dark-green,Yellow,Elliptic,Acute,Acute,,Panicle,"Showy, Green, Red, Pink, Purple, Dark-red",None,"Apr, May",Samara,Brown,"Sep, Oct","Plated, Lightly fissured","Grey, Brown","Seed, Grafting","Anthracnose, Dieback, Heart rot, Rust, Scale insects, Caterpillar or cutworm"
Fraxinus nigra 'Fallgold',FRACKS-ih-nus NYE-gruh,"Fallgold black ash, swamp ash",Oleaceae,Tree - deciduous,"Leaves with 11 serrated, lanceolate to elliptical, sessile, acuminate leaflets; golden yellow fall colour. Winter ID: buds, blue-black, opposite, 5mm rounded/flattened on stem side.","Dense, Spreading, Upright",Oval - vertical,Medium,10 - 15m,7 - 10m,Moderate,"Canada - eastern, U.S. - northeast",Zone 2: (-46 to -40 C),"Full sun, Part sun/part shade",Bog,Wetlands,"Fall interest, Screening, Shade tree, Specimen plant, Street (boulevard tree), Tall background, Wetland - bogs, Woodland margin",'Fall Gold' does not produce fruit,Compound,Opposite,"Pinnate venation, Soft flexible",Glabrous,Green,Yellow,"Elliptic, Lanceolate",Acuminate,Oblique (uneven),Serrulate,Flowers clustered,"Not showy, Purple",,,Samara,Brown,,Lightly fissured,Grey,Cuttings,Anthracnose
Fraxinus ornus,FRACKS-ih-nus ORE-nus,"flowering ash, manna ash",Oleaceae,Tree - deciduous,"Leaves with 5-9 finely serrated leaflets that are 5–10 cm long x 2–4 cm wide. pinnate, 20–30 cm long; flowers in dense panicles 10–20 cm long after leaves, each floret has four slender creamy white petals 5–6 mm long. Winter ID: bark smooth, dark grey; buds pale pinkish-brown to grey-brown, with a dense covering of short grey hairs.",Upright,Round,Medium,10 - 15m,10 - 15m,Moderate,"Central / west Asia, Europe",Zone 6: (-23 to -18 C),"Full sun, Part sun/part shade",Well-drained,,"Shade tree, Specimen plant, Spring interest, Street (boulevard tree)","fruit is a slender samara 1.5-2.5 cm long, the seed 2 mm broad and the wing 4–5 mm broad, green ripening brown",Compound,Opposite,"Pinnate venation, Soft flexible",Glabrous,,Yellow,"Elliptic, Obovate",Acuminate,Attenuate,Serrulate,,White,,"May, Jun",Samara,"Green, Brown","May, Jun",Smooth,Dark Grey,,"Anthracnose, Fungal leaf spot, Rust"
Fraxinus pennsylvanica cvs.,FRACKS-ih-nus pen-sil-VAN-ih-kuh,green ash,Oleaceae,Tree - deciduous,"Tree oval crown; leaves glossy, pinnate, olive-green, 5-7 (-9) lanceolate leaflets; flowers purple, April-May; fruit brown samara (absent on some cultivars). Winter ID: leaf scar D-shaped below lateral bud; buds dark chocolate brown.","Spreading, Upright",Oval - vertical,Medium,10 - 15m,10 - 15m,Moderate,"Canada - central, Garden origin, U.S. - northeast",Zone 3: (-40 to -34 C),Full sun,Well-drained,Moderate,"Fall interest, Shade tree, Specimen plant, Street (boulevard tree), Tall background","Persistent, Male cultivar that does not bear fruit",Compound,Opposite,"Pinnate venation, Soft flexible",Lustrous,"Green, Dark-green","Red, Orange",Lanceolate,Acuminate,Cuneate,Serrate,Flowers clustered,"Not showy, Green-yellow, Dark-red",,"Apr, May",Samara,"Brown, Green","Jul, Aug",Deeply fissured,Grey,,"Disease resistant, Anthracnose, Stem borer insects"
Fraxinus pennsylvanica,FRACKS-ih-nus pen-sil-VAN-ih-kuh,green ash,Oleaceae,Tree - deciduous,"Tree oval crown; leaves glossy, pinnate, olive-green, 5-7 (-9) lanceolate leaflets; flowers purple, April-May; fruit brown samara (absent on some cultivars). Winter ID: leaf scar D-shaped below lateral bud; buds dark chocolate brown.","Spreading, Upright",Oval - vertical,Medium,10 - 15m,10 - 15m,Moderate,"Canada - central, Garden origin, U.S. - northeast",Zone 3: (-40 to -34 C),Full sun,Well-drained,Moderate,"Fall interest, Shade tree, Specimen plant, Street (boulevard tree), Tall background","Persistent, Male cultivar that does not bear fruit",Compound,Opposite,"Pinnate venation, Soft flexible",Lustrous,"Dark-green, Green","Orange, Red",Lanceolate,Acuminate,Cuneate,Serrate,Flowers clustered,"Not showy, Green-yellow, Dark-red",,"Apr, May",Samara,"Green, Brown","Jul, Aug",Deeply fissured,Grey,,"Disease resistant, Anthracnose, Stem borer insects, Fungal leaf spot, Rust"
Freesia x hybrida,FREE-zee-uh ex HIB-rih-duh,freesia,Iridaceae,Flowering cut plant,,Arching,,,,,,Africa,Zone 9: (-7 to -1 C),,,,Cut flower or foliage,inflorescence is spike-like,Grass-like,Basal,"Parallel venation, Soft flexible",Glabrous,Green,,Linear,Acute,,Entire,Cyme,"Showy, White, Violet, Blue, Yellow, Pink, Red",Fragrant,,,,,,,,
Fremontodendron californicum,frih-mon-tuh-DEN-drun kal-ih-FORE-nih-kum,"fremontia, California flannel bush",Sterculiaceae,"Broadleaf evergreen, Vine or climber",,Upright,Round,Medium,3 - 5m,3 - 4m,Moderate,U.S. - southwest,Zone 8a: (-12 to -9.5 C),Full sun,,,"Small garden/space, Specimen plant",Google Images . Cultivars shown include F. 'California Gold'.,"Lobed, Simple",Alternate,Leathery,Glabrous,Dark-green,Dark-green,Orbicular,,,,Flowers solitary,"Showy, Yellow",None,"Jun, Jul, Aug, Sep, Oct",,,,,Bark or Stem Colour,,
Fritillaria imperialis,frit-ih-LAIR-ee-uh im-peer-ee-AY-lis,crown imperial,Liliaceae,Herbaceous perennial,"Leaves linear - lanceolate, to 20 cm long, margins wavy; flowers clustered at stem tips, drooping, bell-shaped, usually orange (yellow or red cvs.).",Upright,Columnar,Medium - coarse,0.7 - 1.3m,0.1 - 0.3m,Fast,Central / west Asia (South Turkey to Kashmir),Zone 5: (-29 to -23 C),"Full sun, Part sun/part shade",,,"Perennial border, Rock garden, Woodland margin",pendent,Simple,Whorled,"Parallel venation, Soft flexible",Glabrous,Green,Yellow,Linear,Acute,Truncate,"Entire, Undulate (wavy)",,"Showy, Yellow, Orange, Red",Unpleasant,"Apr, May, Jun",Capsule,Brown,"Aug, Sep",,Green,Division - below ground parts,"Disease resistant, Fungal leaf spot, Root rot, Rust, Deer resistant, Rabbit resistant, Virus"
Fritillaria meleagris,frit-ih-LAIR-ee-uh mell-ee-AY-griss,Guinea hen flower,Liliaceae,Herbaceous perennial,"Leaves grass-like and widely-spaced on the stems; flowers nodding, checkered reddish-brown, purple, white, or gray.",Upright,Weeping,Medium - fine,0.2 - 0.4m,< 0.1m,Fast,"Central / west Asia, Europe",Zone 4: (-34 to -29 C),Part sun/part shade,,,"Perennial border, Rock garden, Spring interest (Caution: poisonous parts)",Not showy,"Grass-like, Simple",Alternate,Parallel venation,Glabrous,"Green, Silver / Grayish",Yellow,Linear,,,,Flowers solitary,"Showy, White, Purple, Dark-red, (checkered or all white (var. alba or cv. Alba))",,Apr,Capsule,,,,,,"Pest resistant, Disease resistant, Deer resistant, Rabbit resistant"
Fuchsia x hybrida,FOOKS-ee-uh ex HIB-rih-duh,hybrid fuchsia,Onagraceae,"Annual, Flowering pot plant","Branches weeping, arching; leaves opposite, decussate, dark green; flowers droop, resemble lanterns especially when closed; petals are white with a brilliant dark pink corolla.","Arching, Open, Pendulous","Irregular, Oval - horizontal, Weeping",Medium - fine,0.2 - 0.4m,0.3 - 0.6m,Fast,Garden origin,Zone 10: (-1 to 4 C),"Deep shade, Filtered shade, Full sun",Well-drained,Moderate,"Accent plant, Bedding plant, Container planting, Hanging basket, Perennial border, Summer interest","Showy, Edible",Simple,Opposite,,,Green,Green,"Lanceolate, Ovate",Acute,Cuneate,Serrulate,Floriferous,"Showy, White, Violet, Pink, Red, Dark-red",None,"May, Jun, Jul, Aug, Sep, Oct","Berry (true), Aborted (hybrids) or absent",Black,"Oct, Nov",Multi-stem trunk,Brown,"Seed, Greenwood cuttings, Softwood cuttings, Hardwood cuttings","Crown rot, Galls, Mites, Mold, Nematodes, Root rot, Scale insects, Thrips, Rabbit resistant"
Fuchsia magellanica var. macrostema,FOOKS-ee-uh madge-ull-AN-ih-kuh variety mack-roe-STEM-uh,hardy fuchsia,Onagraceae,Shrub - deciduous,"Leaves coral to pink, spotted bluish-green and variegated creamy white; flowers red to purple, anthers white.","Arching, Upright",Mounded,Medium - coarse,0.7 - 1.3m,0.6 - 1.0m,Moderate,Garden origin,Zone 7: (-18 to -12 C),"Filtered shade, Part sun/part shade",,,"Attract birds, Mixed shrub border, Perennial border, Summer interest",Edible,Simple,Opposite,"Pinnate venation, Soft flexible",Glabrous,"Silver / Grayish, Green, Pink",,Ovate,Acute,Rounded,"Crenate, Serrulate",Flowers paired,"Showy, Purple, Red",None,"Jun, Jul, Aug, Sep",Berry (true),"Black, Purple","Sep, Oct",Smooth,"Red, Brown",,Rabbit resistant
Fuchsia magellanica var. molinae 'Sharpitor',FOOKS-ee-uh madge-ull-AN-ih-kuh variety mol-LIN-ee,pink hardy fuchsia,Onagraceae,"Herbaceous perennial, Shrub - deciduous","Stems yellow-green; leaves opposite, grey-green; flower sepals and petals creamy-pink.","Arching, Open, Spreading","Oval - vertical, Round",Medium - fine,0.7 - 1.3m,0.6 - 1.0m,Fast,"Garden origin, South America",Zone 6: (-23 to -18 C),"Filtered shade, Full sun, Part sun/part shade",Well-drained,"Low, Summer dry","Container planting, Cut flower or foliage, Fall interest, Group or mass planting, Mixed shrub border, Perennial border, Summer interest, Tall background",Showy,Simple,Opposite,"Pinnate venation, Soft flexible",Glabrous,"Green, Silver / Grayish, grey-green","Green, Silver / Grayish","Elliptic, Ovate","Acuminate, Acute",Obtuse,"Crenate, Dentate","Floriferous, Flowers paired","Showy, Pink, (both sepals and petals are pale shell pink)",None,"Jul, Aug",Berry (true),"Purple, Black","Aug, Sep, Oct",,,"Seed, Division - below ground parts","Aphids or adelgids, Blight or needle cast, Galls, Mites, Mold, Nematodes, Root rot, Scale insects, Thrips, Whitefly or psyllids, Rabbit resistant"
Fuchsia magellanica 'Riccartonii',FOOKS-ee-uh madge-ull-AN-ih-kuh,Riccartoni hardy fuchsia,Onagraceae,"Herbaceous perennial, Shrub - deciduous","Leaves ovate, opposite, clusters, purple-red stems; flower sepals scarlet tube, deep purple corolla.","Arching, Open, Spreading, Upright",Oval - vertical,Medium,1.3 - 2.0m,1.0 - 1.5m,Fast,Garden origin,Zone 6: (-23 to -18 C),"Filtered shade, Full sun, Part sun/part shade",Well-drained,"Low, Summer dry","Attract birds, Container planting, Cut flower or foliage, Fall interest, Group or mass planting, Mixed shrub border, Perennial border, Summer interest, Tall background","Showy, Edible",Simple,Opposite,"Pinnate venation, Soft flexible","Glabrous, Lustrous","Green, Dark-green, Red","Dark-green, Red","Elliptic, Ovate","Acuminate, Acute",Obtuse,Dentate,"Floriferous, Flowers paired","Showy, Pink, Red, (sepals red to pink; petals purple)",None,"Jul, Aug, Sep",Berry (true),"Purple, Black","Sep, Oct",Exfoliating,Red,"Seed, Softwood cuttings, Division - below ground parts","Aphids or adelgids, Blight or needle cast, Galls, Mites, Mold, Nematodes, Root rot, Scale insects, Thrips, Whitefly or psyllids, Rabbit resistant"
Fumaria spp.,foo-MAR-ee-uh,fumitory,Papaveraceae,"Annual, Weed (horticultural)","Stems angular in c.s., hairless, prostrate or partially climbing; leaves long and slender, deeply divided into lobed segments; florets pink, in loose racemes.",Spreading,Creeping / Mat-like,Medium - fine,0.2 - 0.4m,0.6 - 1.0m,Moderate,Europe,Zone 1: (below -46 C),"Full sun, Part sun/part shade",,,,"Not showy, linear","Compound, Lobed",Basal,"Pinnate venation, Soft flexible",Glabrous,"Green, Dicentra formosa 'Ivory Hearts' has heart shaped, ivory white flowers held above ferny, blue gray foliage, slightly fragrant.","Brown, Yellow","Ovate, Spatulate","Acute, Rounded",Attenuate,"Dentate, Incised",Raceme,"Showy, Pink, (Dicentra formosa 'Ivory Hearts' has heart shaped, ivory white flowers held above ferny, blue gray foliage, slightly fragrant.)",None,"May, Jun, Jul, Aug, Sep",Nut,,"Jun, Jul",,Green,,
Gaillardia x grandiflora,gay-LAR-dee-uh ex gran-dih-FLORE-uh,blanket flower,Asteraceae,Herbaceous perennial,"Leaves are light gray/green, lanceolate and are sessile and pubescent;Flower is a head with rolled ray florets. Usually yellow with some orange disk florets; Fruit is a fuzzy ball.","Dense, Spreading","Irregular, Mounded",Medium,0.7 - 1.3m,0.3 - 0.6m,Fast,"Garden origin, U.S. - southwest",Zone 4: (-34 to -29 C),Full sun,Well-drained,Low,"Bedding plant, Container planting, Cut flower or foliage, Group or mass planting, Perennial border, Summer interest",Fruit insignificant,Simple,"Alternate, Basal",Soft flexible,"Branching hairs, Pubescent",Green,Green,"Lanceolate, Oblanceolate",Acute,Cuneate,"Entire, Pinnately lobed","Floriferous, Head (capitulum)","Showy, Yellow, Red",None,"Jun, Jul, Aug, Sep, Oct","Achene, Aborted (hybrids) or absent",Brown,"Sep, Oct",,Bark or Stem Colour,"Seed, Division - below ground parts","Bacterial leaf spot, Mildew, Rust, Rabbit resistant"
